,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
5036,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3717,Subscriber,1979,Male,27.0
5037,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4939,Subscriber,1986,Male,26.0
5038,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,757,Customer,1989,Female,26.0
5039,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,1116,Subscriber,1993,Male,29.0
5040,12 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,4326,Subscriber,1991,Male,27.0
5041,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,1871,Subscriber,1987,Male,26.0
5042,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,283,Subscriber,1969,Female,27.0
5043,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,1252,Subscriber,1975,Male,29.0
5044,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,4798,Subscriber,1990,Male,29.0
5045,4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4850,Subscriber,1995,Male,26.0
5046,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),5356,Subscriber,1988,Male,27.0
5047,9 minutes,81,Berry St at 4th St,102,Irwin St at 8th St,6235,Subscriber,1974,Male,26.0
5048,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),355,23rd St at Tennessee St,4746,Subscriber,1981,Male,26.0
5049,4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4803,Subscriber,1973,Male,26.0
5050,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,2039,Subscriber,1967,Male,27.0
5051,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,2672,Subscriber,1986,Male,26.0
5052,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5125,Subscriber,1991,Male,27.0
5053,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,1834,Subscriber,1986,Male,29.0
5054,6 minutes,22,Howard St at Beale St,36,Folsom St at 3rd St,37,Customer,1988,Male,27.0
5055,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4407,Subscriber,1987,Other,26.0
5056,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5182,Subscriber,1991,Male,27.0
5057,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,579,Customer,1975,Male,26.0
5058,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4315,Subscriber,1983,Male,27.0
5059,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4570,Subscriber,1990,Male,26.0
5060,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),1035,Subscriber,1980,Male,29.0
5061,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3617,Subscriber,1969,Male,26.0
5062,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,1839,Subscriber,1973,Male,29.0
5063,4 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,1396,Subscriber,1987,Male,26.0
5064,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5440,Subscriber,1990,Male,27.0
5065,12 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4979,Subscriber,1982,Male,26.0
5066,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),114,Subscriber,1972,Male,26.0
5067,4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,2222,Subscriber,1993,Male,29.0
5068,7 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,4750,Subscriber,1981,Female,26.0
5069,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,4329,Subscriber,1960,Male,27.0
5070,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5423,Subscriber,1970,Male,26.0
5071,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1445,Subscriber,1985,Male,26.0
5072,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5222,Subscriber,1974,Male,29.0
5073,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,1650,Subscriber,1974,Male,27.0
5074,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,688,Subscriber,1981,Male,26.0
5075,8 minutes,22,Howard St at Beale St,80,Townsend St at 5th St,5310,Customer,1987,Female,27.0
5076,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,486,Subscriber,1968,Male,27.0
5077,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),363,Salesforce Transit Center (Natoma St at 2nd St),1809,Subscriber,1974,Female,26.0
5078,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5202,Subscriber,1994,Male,26.0
5079,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5065,Subscriber,1977,Male,27.0
5080,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2778,Subscriber,1986,Male,26.0
5081,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,873,Subscriber,1968,Male,27.0
5082,13 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,1705,Subscriber,1982,Male,27.0
5083,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4361,Subscriber,1986,Male,26.0
5084,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),962,Subscriber,1972,Male,26.0
5085,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5000,Subscriber,1986,Male,26.0
5086,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3299,Subscriber,1980,Female,26.0
5087,6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5481,Subscriber,1958,Male,26.0
5088,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),1591,Subscriber,1986,Male,26.0
5089,13 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,4960,Subscriber,1978,Male,26.0
5090,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,2165,Subscriber,1984,Female,26.0
5091,7 minutes,22,Howard St at Beale St,47,4th St at Harrison St,322,Subscriber,1963,Male,26.0
5092,4 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,2535,Subscriber,1977,Male,26.0
5093,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),1445,Subscriber,1992,Male,26.0
5094,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,1453,Subscriber,1963,Female,26.0
5095,9 minutes,5,Powell St BART Station (Market St at 5th St),81,Berry St at 4th St,6235,Subscriber,1990,Male,26.0
5096,3 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,62,Subscriber,1987,Male,27.0
5097,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2093,Subscriber,1967,Male,27.0
5098,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),2033,Subscriber,1978,Male,26.0
5099,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4923,Subscriber,1986,Male,29.0
5100,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5286,Subscriber,1963,Male,29.0
5101,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,3312,Customer,1962,Male,27.0
5102,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4741,Subscriber,1979,Male,27.0
5103,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5358,Subscriber,1985,Female,27.0
5104,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,2526,Subscriber,1973,Male,27.0
5105,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,148,Subscriber,1981,Female,26.0
5106,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5462,Subscriber,1983,Male,27.0
5107,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5574,Subscriber,1964,Male,27.0
5108,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5380,Subscriber,1988,Female,27.0
5109,6 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,793,Subscriber,1969,Male,26.0
5110,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,4318,Subscriber,1972,Male,29.0
5111,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1148,Subscriber,1967,Male,27.0
5112,14 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,3053,Customer,1988,Female,29.0
5113,8 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5020,Subscriber,1992,Female,26.0
5114,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5008,Subscriber,1991,Male,26.0
5115,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4609,Subscriber,1985,Male,27.0
5116,11 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5426,Subscriber,1989,Female,27.0
5117,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,3253,Subscriber,1987,Male,27.0
5118,8 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4977,Subscriber,1982,Female,29.0
5119,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,1154,Subscriber,1969,Female,29.0
5120,11 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),1591,Subscriber,1991,Female,26.0
5121,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5425,Subscriber,1986,Female,29.0
5122,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,3732,Subscriber,1987,Male,26.0
5123,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,2426,Subscriber,1989,Female,29.0
5124,25 minutes,16,Steuart St at Market St,360,Newhall St at 3rd St,4758,Subscriber,1988,Female,29.0
5125,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,4601,Subscriber,1978,Male,27.0
5126,6 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4719,Subscriber,1971,Male,26.0
5127,12 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,1836,Subscriber,1980,Male,26.0
5128,9 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5019,Subscriber,1961,Male,26.0
5129,12 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,2197,Subscriber,1969,Male,26.0
5130,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4742,Subscriber,1988,Male,26.0
5131,13 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5423,Subscriber,1986,Female,26.0
5132,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,4801,Subscriber,1990,Male,29.0
5133,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5065,Subscriber,1981,Female,27.0
5134,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5358,Subscriber,1991,Male,27.0
5135,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,2900,Subscriber,1984,Female,26.0
5136,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,5559,Subscriber,1990,Female,29.0
5137,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2833,Subscriber,1993,Male,27.0
5138,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2714,Subscriber,1992,Male,27.0
5139,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4553,Subscriber,1986,Male,26.0
5140,9 minutes,16,Steuart St at Market St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),3105,Subscriber,1969,Male,27.0
5141,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,3243,Subscriber,1970,Male,26.0
5142,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1809,Subscriber,1991,Female,26.0
5143,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1650,Subscriber,1978,Male,27.0
5144,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,2722,Subscriber,1985,Male,27.0
5145,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,1003,Subscriber,1988,Female,26.0
5146,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2727,Subscriber,1963,Male,26.0
5147,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,624,Subscriber,1983,Male,26.0
5148,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1842,Subscriber,1985,Male,26.0
5149,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,5202,Subscriber,1978,Other,26.0
5150,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1834,Subscriber,1981,Male,29.0
5151,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3453,Subscriber,1970,Female,26.0
5152,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,481,Subscriber,1977,Male,29.0
5153,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,3639,Subscriber,1983,Male,26.0
5154,9 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,1888,Subscriber,1995,Male,27.0
5155,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1712,Subscriber,1982,Male,26.0
5156,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),1751,Subscriber,1971,Male,29.0
5157,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),2413,Subscriber,1986,Male,29.0
5158,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1600,Subscriber,1967,Male,26.0
5159,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,1651,Subscriber,1967,Male,29.0
5160,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1506,Subscriber,1974,Male,27.0
5161,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),3474,Subscriber,1982,Male,27.0
5162,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2395,Subscriber,1989,Male,26.0
5163,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4639,Subscriber,1994,Male,27.0
5164,5 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,209,Subscriber,1963,Female,27.0
5165,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5369,Subscriber,1990,Male,26.0
5166,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,5489,Subscriber,1983,Male,26.0
5167,9 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4730,Customer,1980,Male,26.0
5168,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4973,Subscriber,1983,Female,26.0
5169,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5460,Subscriber,1990,Female,26.0
5170,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5425,Subscriber,1984,Male,29.0
5171,3 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,2039,Subscriber,1988,Male,27.0
5172,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4798,Subscriber,1989,Male,29.0
5173,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,572,Subscriber,1975,Male,27.0
5174,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,1544,Subscriber,1995,Male,29.0
5175,7 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4941,Subscriber,1983,Male,29.0
5176,7 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,5329,Subscriber,1968,Male,26.0
5177,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,518,Subscriber,1991,Other,29.0
5178,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4326,Subscriber,1984,Female,27.0
5179,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,1515,Subscriber,1986,Male,27.0
5180,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2191,Subscriber,1983,Male,26.0
5181,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5436,Subscriber,1987,Male,26.0
5182,8 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,5062,Subscriber,1988,Male,29.0
5183,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,3004,Subscriber,1966,Male,27.0
5184,9 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,3066,Subscriber,1991,Male,27.0
5185,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,593,Subscriber,1989,Male,27.0
5186,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2165,Subscriber,1982,Male,26.0
5187,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5274,Subscriber,1978,Male,26.0
