0,1,2,3,4,5,6,7,8,9,10,11
=programming,reputation,,equipment,freeform,name=ogilvie,different,involved,web|author=james,testing|computer,groups,include
tools=,false,,politically,cast,cite,kinds,setting,s.,programming,ref,python
main,positives,,motivated,features,book|last=ogilvie|first=marilyn|title=the,problems,"3,000",huggins,--,name=,programming
article|programming,old,,attacks,water,biographical,spherical,switches,|url=http,please,'',language
tool,unix,,spread,jackets,dictionary,astronomy,debugging,//www.jamesshuggins.com/h/tek1/first_computer_bug.htm,keep,kiniry,|python
programming,''lint,,shut,high,women,astrolabe,program,|archive-url=https,entries,'',visual
tools,programming,,large,tolerance,science,incorporating,took,//web.archive.org/web/20000816023000/http,alphabetical,cite,basic
also,tool|lint,,computer,machined,pioneering,mechanical,week.,//www.jamesshuggins.com:80/h/tek1/first_computer_bug.htm,order,book,delphi
software,'',,networks,areas,lives,calendar,ref,|dead-url=yes,add,doi,programming
form,program,,including,cite,ancient,computerfuat,name=,|archive-date=august,short,10.1007/11818502_16|,language
programs,early,,massive,web|url=http,times,sezgin,'',16,description,chapter,|delphi
applications,example,,deletion,//www.physicaldigital.com/services/reverse-engineering/|title=reverse,mid-20th,``,eniac-ch5-p102,2000,wp,exceptions,perl
software,debugging,,files,engineering|last=|first=|date=|website=|publisher=|access-date=,century.|year=2000|publisher=routledge|location=new,catalogue,'',|title=first,seealso,java,php
developers,electronic,,corruption,reverse,york|isbn=0-415-92040-x|author2=,exhibition,eniac,computer,--,eiffel,ecmascript
also,hardware,,master,engineering,joy,institute,featured,bug,columns-list|colwidth=30em|,two,ruby
known,e.g.,,boot,also,harvey|url=https,history,parallel,|publisher=jamesshuggins.com,comparison,extremes,programming
''programmers,computer,,records,used,//books.google.com/books,arabic-islamic,computing|parallel,|accessdate=september,debuggers,exception,language
coders,hardware,,described,businesses,id=qmfyk0qtsrac,science,operations,24,core,design,|ruby
hackers,well,,``,bring,q=hopper,johann,different,2012,dump,application|,many
'',low-level,,computer,existing,v=snippet,wolfgang,sets,log,kernel,title,others
''software,software,,killing,physical,q=hopper,goethe,accumulators,book,debugger,advanced,terms
engineers,e.g.,,'',geometry,f=false,university,could,complete,list,topics,''high-level
'',bioses,,attacks,digital,check,'',simultaneously,attached,tools,exception,''
use,device,,made,product,cite|reason=does,frankfurt,work,moth,static,handling,''low-level
create,drivers,,sony,development,n't,germany,different,part,code,techniques|,''
debugging|debug,firmware,,pictures,environments,seem,frankfurt,algorithms,collection,analysis,volume,inherently
software,instruments,,entertainment,make,support,book,used,smithsonian,memory,4119|,relative
maintenance|maintain,oscilloscopes,,25,digital,dates|date=november,fair,punched,national,debugger,pages,decades
i.e,logic,,november,3d,2013,2004,card|punched,museum,packet,288|,ago
improve,analyzers,,2014,record,married,p.35,card,american,analyzer,series,c
fix,in-circuit,,using,products,new,38.françois,machines,history.,profiling,lecture,programming
otherwise,emulator|in-circuit,,malware,assess,york,charette,input,ref,computer,notes,language
technical,emulators,,known,competitors,university,archaeology,output,name=,programming,computer,|c
support|support,ices,,shamoon,products,professor,high,controlled,'',|profiling,science|,language
software,often,,w32.disttrack,used,vincent,tech,clock,si-bug,--,year,similar
software,used,,saudi,analyse,foster,ancient,signal,'',please,2006|,languages
written,alone,,aramco,instance,hopper,greece,ran,related,keep,last1,often
one,combination,,august,product,1906–76,nature,eight,term,entries,kiniry,considered
programming,ice,,2012,works,1930,444,years,``,alphabetical,first1,``
languages,may,,ref,components,divorce,551–552,calculating,debug,order,j.,high-level
many,perform,,cite,consists,1945.,30,hydrogen,'',--,r.,''
programming,many,,web|url=http,estimate,ref,november,bomb,also,clear,isbn,supported
languages,typical,,//www.computerweekly.com/news/2240161674/shamoon-is-latest-malware-to-target-energy-sector|title=shamoon,costs,name=,2006,parameters,appears,==references==,978-3-540-37443-5,concepts
existence,software,,latest,identify,'',doi:10.1038/444551a,predicting,predate,general,languages,expression
least,debugger,,malware,potential,greenladuke09,http,weather,usage,cite,exceptions,evaluation
one,'s,,target,patent,'',//www.nature.com/nature/journal/v444/n7119/fig_tab/444551a_f2.html,patterns,computing,encyclopedia|authors=sanjeev,designed,parameterised
implementation,tasks,,energy,infringement,cite,gear-wheels,producing,''oxford,kumar,used,recursive
consists,low-level,,sector|publisher=|accessdate=18,etc,book,invented,firing,english,aggarwal,flow,functions
set,software,,february,value,|last=green,abi,tables,dictionary,m.,control,data
programming,firmware,,2015,engineering,|first=judy,bakr,aim,'',sarath,structures,types
tools,debugging,,ref,related,jeanne,isfahan,artillery,etymology,kumar|title=debuggers,ada,structures
tools,process,,cite,activity,laduke,persia,guns,word,programming,java,assembly
may,normally,,web|url=http,also,|title=pioneering,1235,manchester,contains,languages|encyclopedia=the,modula-3,language
relatively,first,,//www.computerweekly.com/news/2240235919/computer-killing-malware-used-in-sony-attack-a-wake-up-call-to-business,used,women,cite,small-scale,attestation,compiler,ml,considered
self-contained,step,,asrc=em_mdn_37122786,businesses,american,journal|first1=silvio,experimental,1945,design,ocaml,``
programs,debugging,,utm_medium=em,involves,mathematics,a.|last1=bedini|first2=francis,machine,context,handbook,python,low-level
compilers,attempt,,utm_source=mdn,de-constructing,pre-1940,r.|last2=maddison|year=1966|title=mechanical,june,aircraft,optimizations,ruby,''
debuggers,reproduce,,utm_campaign=20141203_computer-killing,analysing,phd,universe,1948,engines,machine,fall,today
interpreter,problem,,20malware,products,'s,astrarium,stored-program,''journal,code,category,many
computing,non-trivial,,20used,objective,|accessdate=,giovanni,computer.,royal,generation|editors=y.n,languages,programmers
|interpreters,task,,20in,find,|edition=,de,ref,aeronautical,srikant,exceptions,might
linker,example,,20sony,opportunities,|year=2009,dondi|journal=transactions,citation,society,priti,used,refer
computing,parallel,,20attack,cost,|publisher=american,american,|last=enticknap,'',shankar|location=boca,handle,c
|linkers,computing|parallel,,20a,cutting,mathematical,philosophical,|first=nicholas,49,raton,abnormal,low-level
text,processes,,20wake-up,=reverse,society,society|volume=56|issue=5|pages=1–69|jstor=1006002|doi=10.2307/1006002,|title=computing,183/2,florida|publisher=crc,unpredictable,lacks
editors,unusual,,20call_|title=computer-killing,engineering,|location=providence,abū,'s,1945,press|isbn=978-0-8493-1240-3|year=2003|pages=295–327,erroneous,large
combined,software,,malware,software=,rhode,rayhān,golden,``,cite,situations,run
together,bugs,,used,term,island,al-bīrūnī,jubilee,ranged,book|authors=jonathan,c++,time
accomplish,also,,sony,''reverse,|isbn=978-0821843765,invented,|journal=resurrection,...,b.,http,system|runtime-system
task,specific,,attack,engineering,cite,first,|issue=20,stage,rosenberg|title=how,//www.stroustrup.com/bs_faq2.html,garbage
may,user,,wake-up,'',news|title=prof,mechanical,|publisher=the,type,debuggers,exceptions-what-not,collection
form,environment,,call|publisher=|accessdate=18,applied,vincent,geared,computer,test,work,c,etc
integrated,usage,,february,software,hopper,lunisolar,conservation,flight,algorithms,common,basically
development,history,,2015,means,n.y.u.,calendar,society,test,data,lisp,supports
environment,make,,proliferation,different,literature,astrolabe,|date=summer,'debugging,structures,eiffel,scalar
ide,difficult,,preliminary,things,teacher,cite,1998,...,architecture|publisher=john,modula-2,operations
combines,reproduce,,results,different,dead,journal|first=derek,|url=http,'',wiley,kiniry,provides
much,problem,,symantec,people,69|newspaper=the,de,//www.cs.man.ac.uk/ccs/res/res20.htm,history,sons|isbn=0-471-14966-7,also,direct
functionality,bug,,published,prompting,new,s.|last=price|authorlink=derek,|issn=0958-7403,concept,specific,notes,memory
self-contained,reproduced,,2008,chikofsky,york,j.,|accessdate=19,software,reflist|30em,``,addressing
tools,input,,suggested,cross,times|date=january,de,april,might,==external,language,therefore
ides,program,,``,write,21,solla,2008,contain,links==,design,readily
may,may,,release,paper,1976,price|year=1984|title=a,programming,errors,wiktionary|debugger,partially,blends
either,need,,rate,researching,marry,history,transitioned,dates,dmoz|/computers/programming/development_tools/debugging|debugging,influences,assembly
invoking,simplified,,malicious,various,chose,calculating,away,back,tools,use,language
relevant,make,,executable|code,uses,retain,machines|journal=ieee,moving,ada,http,exceptions,machine
individual,easier,,unwanted,defining,surname,micro|volume=4|number=1|pages=22–52|doi=10.1109/mm.1984.291305,cables,byron,//www.microsoft.com/whdc/devtools/debugging/,consequently,level
tools,debug,,programs,taxonomy,career,early,setting,'s,debugging,manner,cpus
re-implementing,example,,may,general,=world,fixed-wired,dials,notes,tools,one,microcontrollers
functionality,bug,,exceeding,|taxonomy,war,knowledge,instead,analytical,windows,handles,assembly
new,compiler,,legitimate,paper,ii=,processing,computer,engine|ada,http,partial,language
way,make,,software,state,file,machine,program,lovelace,//www.openrce.org,total,may
ide,crash,,applications,``,harvard,ref,stored,'s,openrce,failures,regarded
make,computing,,``,reverse,mark,name=oren,memory,1843,various,system,higher
easier,|crash,,ref,engineering,sign-up.agr.jpg|thumb|hopper,cite,numbers,notes,debugger,execution,level
specific,parsing,,cite,process,'s,journal|first=tuncer|last=őren|authorlink=tuncer,three,analytical,resources,major,often
tasks,large,,journal|title=symantec,analyzing,signatures,őren|year=2001|title=advances,bits,engine,plug-ins,influence,still
searching,source,,internet,subject,duty,computer,memory,speaks,dmoz|/computers/parallel_computing/programming/tools/|parallel,examples,one-to-one
files,file,,security,system,officer,information,available,possibility,computing,use,used
particular,however,,threat,create,signup,sciences,store,program,development,typically,without
project,simplification,,report,representations,sheet,abacus,instruction,``,debugging,core,macro
many,test,,trends,system,bureau,holonic,limited,cards,tools,libraries,computer
programming,case,,july–december,higher,ships,agents|url=http,eight,'',https,code,science
language,lines,,2007,level,computation,//www.site.uottawa.ca/~oren/pubs/pubs-2001-02-tubitak.pdf|journal=turk,instructions,charles,//msdn.microsoft.com/en-us/library/dd264915.aspx/,examples,|macros
implementations,original,,executive,abstraction,project,j,32,babbage,intellitrace,technical,representation
provide,source,,summary,``,harvard,elec,switches,'s,msdn,books,machine
option,file,,|publisher=symantec,cite,built,engin|volume=9|number=1|pages=63–70,available,analytical,visual,magazine,code
using,sufficient,,corp.|volume=xiii|page=29|date=april,journal,operated,gear,programming,engine,studio,articles,supports
individual,reproduce,,2008|url=http,last1,harvard,train,===later,erroneous,2015,online,concepts
tools,crash,,//eval.symantec.com/mktginfo/enterprise/white_papers/b-whitepaper_exec_summary_internet_security_threat_report_xiii_04-2008.en-us.pdf,chikofsky,mark,gear-wheels,computers===,quote|,category,discussion,constants
ide,simplification,,|format=pdf|accessdate=11,first1,i|mark,donald,file,...,debuggers|,forums,limited
software,made,,may,e.,hopper,routledge,dg-nova3.jpg|thumb|switches,nbsp,category,organization,expressions
topics,manually,,2008,j,tried,hill,manual,analysing,debugging,’,sometimes
=architecture=,using,,according,last2,enlist,1985,input,process,category,code,even
see,divide,,f-secure,cross,navy,``,data,must,utility,standards,variables
also|software,conquer,,``,first2,early,al-biruni,general,equally,software,``,procedures
architecture,algorithm|divide-and-conquer,,much,j.,war,'s,nova,performed,types,ref,data
users,approach,,malware,h.,age,mechanical,3,order,,name=,structures
often,programmer,,produced,doi,34,calendar,manufactured,furnish,,'',machine
see,try,,2007,10.1109/52.43044,old,'',mid-1970s,analytical,,kiniry,code
things,remove,,previous,title,enlist,''annals,computers,engine,,'',turn
differently,parts,,20,reverse,weight,science,manufactured,necessary,,contemporary,inherently
programmers,original,,years,engineering,height,'',1970s,''operative,,applications,slightly
